docid,c0parent_class,c1child_class,c2parent_title,c3child_title
1698547590,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Caller ID and spam protection,Call settings,Caller ID and spam protection
1700589300,com.android.settings.system.ResetDashboardFragment,com.samsung.android.settings.autopoweronoff.AutoPowerOnOffSettings,Reset,Auto turn on/off
1705255931,com.samsung.android.settings.lockscreen.LockScreenNotificationSettings,com.samsung.android.settings.lockscreen.LockScreenNotificationSettings,Notifications,Details
1706337057,com.samsung.accessibility.vision.viewclear.magnifier.ToggleMagnifierPreferenceFragment,com.samsung.accessibility.Activities$MagnifierWindowActivity,Magnifier window,Move with cursor while typing
1710320573,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,Suggest emojis
1711580254,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.japaneseinputoptions.JapaneseInputOptionsSettings,Samsung Keyboard,Japanese input options
1716347457,com.android.settings.applications.specialaccess.SpecialAccessSettings,com.android.settings.applications.manageapplications.ManageApplications,Special access,All files access
1727232604,com.samsung.android.honeyboard.settings.smarttyping.sticker.StickerSuggestionSettings,com.samsung.android.honeyboard.settings.smarttyping.sticker.StickerSuggestionSettings,Suggest stickers while typing,mojitok
1727488355,com.android.launcher3.settings.DesktopSettingsActivity,com.android.launcher3.settings.SamsungDexLabsOptions,Samsung DeX,Labs
1733187956,com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Game Launcher
1733917340,com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Video brightness
1734804326,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.handwriting.HwrSettings,Samsung Keyboard,Handwriting
1735581817,com.samsung.android.messaging.ui.view.setting.mms.MultimediaMessagesSettingActivity,com.samsung.android.messaging.ui.view.setting.mms.MultimediaMessagesSettingActivity,Multimedia messages,Show when read
1735585308,com.samsung.android.honeyboard.settings.chineseinputoptions.FuzzyPinyinSettings,com.samsung.android.honeyboard.settings.chineseinputoptions.FuzzyPinyinSettings,Fuzzy pinyin input,uang = uan
1744398802,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,S Pen to text
1747203914,com.samsung.android.settings.usefulfeature.FunctionKeySettings,com.samsung.android.settings.usefulfeature.FunctionKeySettings,Side key,Quick launch camera
1752128910,com.samsung.android.honeyboard.settings.swipetouchandfeedback.touchandhold.delay.TouchAndHoldDelaySettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.touchandhold.delay.TouchAndHoldDelaySettings,Keyboard touch and hold delay,Medium (0.3 seconds)
1752343429,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Simulate display with cutout
1760442153,com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Call & text on other devices
1760749208,com.samsung.android.settings.account.CloudAccountSettings,com.samsung.android.settings.account.CloudAccountSettings,Accounts and backup,Restore data
1762344298,com.samsung.android.settings.security.BiometricsAndSecuritySettings,com.samsung.android.settings.security.BiometricsAndSecuritySettings,Biometrics and security,Secure Folder
1763193832,com.android.settings.datausage.DataUsageSummary,com.android.settings.datausage.DataUsageSummary,Data usage,Roaming data usage
1763713071,com.samsung.android.settings.connection.WirelessSettings,com.samsung.android.settings.connection.WirelessSettings,More connection settings,Change carrier
1763905309,com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Appearance,Scroll bar
1764984853,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Disable HW overlays
1767575973,com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Internet settings,Labs
1770054883,com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,System sound/vibration control,Camera feedback
1771195925,com.samsung.android.settings.usefulfeature.MotionAndGestureSettings,com.samsung.android.settings.usefulfeature.MotionAndGestureSettings,Motions and gestures,Palm touch to turn off screen
1771712544,com.android.settings.LegalSettings,com.android.settings.LegalSettings,Legal information,Privacy Alert
1774209345,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.connecteddevice.usb.UsbDefaultFragment,Developer options,Default USB configuration
1774874057,com.samsung.android.app.calendar.activity.SettingsActivity,com.samsung.android.app.calendar.activity.SettingsActivity,Calendar settings,Hide declined events
1776256044,com.samsung.accessibility.hearing.AccessibilitySettingsHearing,com.samsung.accessibility.Activities$AccessibilitySettingsHearingActivity,Hearing enhancements,Speech-to-text
1776718832,com.samsung.android.settings.notification.ConfigureNotificationMoreSettings,com.samsung.android.settings.notification.ConfigureNotificationMoreSettings,Advanced settings,Show battery percentage
1777720025,com.samsung.android.settings.lockscreen.LockScreenSettings,com.samsung.android.settings.lockscreen.LockScreenSettings,Lock screen,Make profile pattern visible
1777759222,com.samsung.android.gallery.settings.activity.SettingActivity,com.samsung.android.gallery.settings.activity.SettingActivity,Gallery settings,Cloud sync
1777837946,com.sec.android.app.myfiles.external.ui.SettingsActivity,com.sec.android.app.myfiles.external.ui.SettingsActivity,My Files settings,Samsung Cloud Drive
1779655903,com.samsung.android.settings.notification.SoundSettings,com.samsung.android.settings.notification.SoundSettings,Sounds and vibration,Use Personal sounds
1780347347,com.samsung.android.honeyboard.settings.smarttyping.moretypingoptions.MoreTypingOptionsSettings,com.samsung.android.honeyboard.settings.smarttyping.moretypingoptions.MoreTypingOptionsSettings,More typing options,Auto spacing
1786086530,com.android.settings.wifi.ConfigureWifiSettings,com.android.settings.wifi.ConfigureWifiSettings,Advanced,Hotspot 2.0
1793061345,com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,SIM lock status
1796791297,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Show layout bounds
1806650604,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Max requests per session
1810286912,com.samsung.android.settings.deviceinfo.status.SimStatus,com.samsung.android.settings.deviceinfo.status.SimStatus,SIM card status,Mobile voice network type
1810785360,com.android.settings.DisplaySettings,com.android.settings.DisplaySettings,Display,Brightness
1817832185,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Enable GPU debug layers
1818452455,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Caller ID and spam protection,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Caller ID and spam protection,Caller ID and spam protection,Show your name and number
1819464511,com.samsung.android.settings.nfc.NfcSettings,com.samsung.android.settings.nfc.AndroidBeam,NFC and contactless payments,Android Beam
1826555832,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Mobile data always active
1830227290,com.samsung.android.settings.notification.FloatingIconsNotificationSettings,com.samsung.android.settings.notification.FloatingIconsNotificationSettings,Floating notifications,Bubbles
1830566068,com.samsung.android.honeyboard.settings.smarttyping.sticker.StickerSuggestionMethodSettings,com.samsung.android.honeyboard.settings.smarttyping.sticker.StickerSuggestionMethodSettings,Sticker suggestion method,Show above keyboard
1831372997,com.android.settings.LegalSettings,com.android.settings.LegalSettings,Legal information,System WebView License
1831728407,com.samsung.android.app.cocktailbarservice.cocktailsettings.EdgeScreenSettingsMain,com.samsung.android.app.cocktailbarservice.cocktailsettings.HandleSettings,Handle,Transparency
1833935407,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Reset the ShortcutManager API call limit.
1834317682,com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,Phone Wi-Fi MAC address
1835770106,com.samsung.android.settings.usefulfeature.Usefulfeature,com.android.launcher3.settings.DesktopSettingsActivity,Advanced features,Samsung DeX
1836199186,com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Quick Share
1836500731,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,High contrast keyboard
1842961833,com.samsung.android.settings.biometrics.fingerprint.FingerprintEntry,com.samsung.android.settings.biometrics.fingerprint.FingerprintEntry,Fingerprints,Show animation when unlocking
1843413936,com.samsung.android.honeyboard.settings.swipetouchandfeedback.defaultactivity.SwipeTouchGestureFeedBackSettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.touchandhold.delay.TouchAndHoldDelaySettings,"Swipe, touch, and feedback",Keyboard touch and hold delay
1844480230,com.samsung.android.settings.deviceinfo.WarrantyInfoFragment,com.samsung.android.settings.deviceinfo.WarrantyInfoFragment,Warranty Information,Product Warranty
1844638160,com.samsung.android.gallery.settings.activity.SettingActivity,com.samsung.android.gallery.settings.activity.SettingActivity,Gallery settings,Auto create stories
1845799689,com.samsung.accessibility.hearing.AccessibilitySettingsHearing,com.samsung.accessibility.Activities$AccessibilitySettingsHearingActivity,Hearing enhancements,Adapt Sound
1847691095,com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.status.SimStatus,Status information,SIM card status
1848847001,com.samsung.accessibility.dexterity.AccessibilitySettingsMobility,com.samsung.accessibility.Activities$AccessibilitySettingsMobilityActivity,Interaction and dexterity,Assistant menu
1864401297,com.samsung.accessibility.assistantmenu.settings.AssistantMenuMoreSettingsFragment,com.samsung.accessibility.assistantmenu.Activities$AssistantMenuMoreSettingsActivity,"Touchpad, cursor, and magnifier settings",Cursor speed
1870160062,com.samsung.android.settings.lockscreen.LockScreenSettings,com.samsung.android.settings.lockscreen.LockScreenSettings,Lock screen,Use one lock
1870606864,com.samsung.android.settings.bluetooth.BluetoothAdvancedSettings,com.samsung.android.settings.bluetooth.BluetoothControlHistory,Advanced,Bluetooth control history
1874656586,com.samsung.android.settings.accessories.DockSettings,com.samsung.android.settings.accessories.DockSettings,Accessories,Automatic unlock
1876574318,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Real Time Text,Call settings,Real Time Text
